"id","citizen_id","status","opened_at"
"921","921","UNDER_INVESTIGATION","1/12/2018 6:26:29 PM"
"922","922","OPEN","9/10/2017 5:26:29 PM"
"923","923","CLOSED","11/1/2022 3:26:29 AM"
"924","924","UNDER_INVESTIGATION","6/22/2023 6:26:29 PM"
"925","925","OPEN","11/19/2025 12:26:29 AM"
"926","926","CLOSED","2/19/2021 1:26:29 AM"
"927","927","UNDER_INVESTIGATION","3/18/2020 8:26:29 PM"
"928","928","OPEN","5/28/2025 3:26:29 AM"
"929","929","CLOSED","2/23/2017 10:26:29 PM"
"930","930","UNDER_INVESTIGATION","7/29/2021 7:26:29 AM"
"931","931","OPEN","9/23/2022 5:26:29 AM"
"932","932","CLOSED","10/11/2022 2:26:29 PM"
"933","933","UNDER_INVESTIGATION","2/17/2025 2:26:29 AM"
"934","934","OPEN","9/15/2022 4:26:29 PM"
"935","935","CLOSED","1/5/2017 2:26:29 AM"
"936","936","UNDER_INVESTIGATION","2/26/2023 2:26:29 AM"
"937","937","OPEN","10/7/2016 11:26:29 AM"
"938","938","CLOSED","6/6/2023 11:26:29 AM"
"939","939","UNDER_INVESTIGATION","12/20/2020 11:26:29 AM"
"940","940","OPEN","12/5/2024 10:26:29 AM"
"941","941","CLOSED","11/7/2023 9:26:29 AM"
"942","942","UNDER_INVESTIGATION","1/26/2021 6:26:29 AM"
"943","943","OPEN","1/29/2017 5:26:29 AM"
"944","944","CLOSED","3/18/2026 10:26:29 AM"
"945","945","UNDER_INVESTIGATION","2/12/2021 8:26:29 PM"
"946","946","OPEN","7/7/2021 9:26:29 AM"
"947","947","CLOSED","1/15/2022 4:26:29 PM"
"948","948","UNDER_INVESTIGATION","2/23/2023 4:26:29 PM"
"949","949","OPEN","10/25/2019 6:26:29 PM"
"950","950","CLOSED","1/20/2026 12:26:29 AM"
"951","951","UNDER_INVESTIGATION","11/11/2023 5:26:29 AM"
"952","952","OPEN","3/27/2023 5:26:29 PM"
"953","953","CLOSED","4/29/2021 5:26:29 AM"
"954","954","UNDER_INVESTIGATION","11/11/2024 3:26:29 AM"
"955","955","OPEN","7/22/2024 6:26:29 AM"
"956","956","CLOSED","6/8/2018 10:26:29 AM"
"957","957","UNDER_INVESTIGATION","11/2/2024 10:26:29 PM"
"958","958","OPEN","6/3/2021 10:26:29 AM"
"959","959","CLOSED","3/11/2023 11:26:29 AM"
"960","960","UNDER_INVESTIGATION","1/2/2019 9:26:29 PM"
"961","961","OPEN","8/13/2017 12:26:29 PM"
"962","962","CLOSED","6/5/2024 12:26:29 AM"
"963","963","UNDER_INVESTIGATION","7/1/2024 9:26:29 PM"
"964","964","OPEN","11/14/2022 3:26:29 AM"
"965","965","CLOSED","6/4/2020 3:26:29 PM"
"966","966","UNDER_INVESTIGATION","1/1/2017 6:26:29 PM"
"967","967","OPEN","3/10/2021 8:26:29 PM"
"968","968","CLOSED","7/29/2018 11:26:29 PM"
"969","969","UNDER_INVESTIGATION","9/18/2023 1:26:29 AM"
"970","970","OPEN","8/31/2017 5:26:29 PM"
"971","971","CLOSED","11/16/2018 7:26:29 PM"
"972","972","UNDER_INVESTIGATION","1/31/2024 5:26:29 AM"
"973","973","OPEN","11/16/2019 3:26:29 PM"
"974","974","CLOSED","1/28/2022 9:26:29 PM"
"975","975","UNDER_INVESTIGATION","12/6/2019 10:26:29 PM"
"976","976","OPEN","11/14/2018 1:26:29 AM"
"977","977","CLOSED","7/1/2018 3:26:29 PM"
"978","978","UNDER_INVESTIGATION","3/19/2019 1:26:29 PM"
"979","979","OPEN","9/4/2017 4:26:29 AM"
"980","980","CLOSED","9/27/2024 1:26:29 AM"
"981","981","UNDER_INVESTIGATION","5/4/2018 9:26:29 AM"
"982","982","OPEN","6/9/2022 8:26:29 PM"
"983","983","CLOSED","8/24/2021 10:26:29 PM"
"984","984","UNDER_INVESTIGATION","10/29/2024 8:26:29 AM"
"985","985","OPEN","4/25/2024 10:26:29 PM"
"986","986","CLOSED","11/10/2018 7:26:29 AM"
"987","987","UNDER_INVESTIGATION","4/7/2023 4:26:29 PM"
"988","988","OPEN","6/21/2021 5:26:29 AM"
"989","989","CLOSED","2/3/2024 2:26:29 PM"
"990","990","UNDER_INVESTIGATION","9/30/2024 2:26:29 PM"
"991","991","OPEN","7/14/2024 9:26:29 AM"
"992","992","CLOSED","8/14/2019 11:26:29 PM"
"993","993","UNDER_INVESTIGATION","10/24/2021 8:26:29 AM"
"994","994","OPEN","2/19/2022 6:26:29 PM"
"995","995","CLOSED","12/18/2023 10:26:29 AM"
"996","996","UNDER_INVESTIGATION","9/11/2024 2:26:29 AM"
"997","997","OPEN","10/12/2024 10:26:29 AM"
"998","998","CLOSED","10/13/2025 7:26:29 AM"
"999","999","UNDER_INVESTIGATION","3/18/2022 7:26:29 PM"
"1000","1000","OPEN","11/19/2017 8:26:29 AM"
"1001","1001","CLOSED","10/22/2019 8:26:29 AM"
"1002","1002","UNDER_INVESTIGATION","3/24/2025 11:26:29 PM"
"1003","1003","OPEN","3/13/2026 10:26:29 AM"
"1004","1004","CLOSED","1/16/2021 10:26:29 AM"
"1005","1005","UNDER_INVESTIGATION","6/13/2024 3:26:29 AM"
"1006","1006","OPEN","1/29/2021 1:26:29 PM"
"1007","1007","CLOSED","6/3/2026 10:26:29 AM"
"1008","1008","UNDER_INVESTIGATION","6/29/2026 2:26:29 PM"
"1009","1009","OPEN","12/17/2017 8:26:29 PM"
"1010","1010","CLOSED","7/31/2025 8:26:29 PM"
"1011","1011","UNDER_INVESTIGATION","2/6/2022 1:26:29 AM"
"1012","1012","OPEN","6/16/2024 4:26:29 AM"
"1013","1013","CLOSED","4/28/2019 1:26:29 PM"
"1014","1014","UNDER_INVESTIGATION","4/24/2024 12:26:29 AM"
"1015","1015","OPEN","12/23/2016 8:26:29 AM"
"1016","1016","CLOSED","6/29/2022 5:26:29 AM"
"1017","1017","UNDER_INVESTIGATION","4/30/2020 11:26:29 PM"
"1018","1018","OPEN","1/10/2020 4:26:29 PM"
"1019","1019","CLOSED","3/26/2026 2:26:29 PM"
"1020","1020","UNDER_INVESTIGATION","1/24/2026 5:26:29 PM"
"1021","1021","OPEN","12/9/2024 7:26:29 AM"
"1022","1022","CLOSED","4/25/2025 2:26:29 PM"
"1023","1023","UNDER_INVESTIGATION","11/28/2018 8:26:29 AM"
"1024","1024","OPEN","4/16/2021 7:26:29 PM"
"1025","1025","CLOSED","10/22/2021 2:26:29 AM"
"1026","1026","UNDER_INVESTIGATION","1/19/2026 1:26:29 PM"
"1027","1027","OPEN","11/16/2018 1:26:29 PM"
"1028","1028","CLOSED","5/3/2025 11:26:29 AM"
"1029","1029","UNDER_INVESTIGATION","10/14/2017 6:26:29 PM"
"1030","1030","OPEN","10/3/2018 6:26:29 PM"
"1031","1031","CLOSED","10/12/2018 12:26:29 AM"
"1032","1032","UNDER_INVESTIGATION","10/14/2022 4:26:29 AM"
"1033","1033","OPEN","7/6/2018 7:26:29 AM"
"1034","1034","CLOSED","1/21/2019 4:26:29 AM"
"1035","1035","UNDER_INVESTIGATION","7/11/2019 7:26:29 AM"
"1036","1036","OPEN","6/27/2025 6:26:29 PM"
"1037","1037","CLOSED","6/3/2026 1:26:29 AM"
"1038","1038","UNDER_INVESTIGATION","4/11/2023 10:26:29 PM"
"1039","1039","OPEN","2/17/2022 10:26:29 AM"
"1040","1040","CLOSED","9/20/2017 5:26:29 PM"
"1041","1041","UNDER_INVESTIGATION","9/24/2020 11:26:29 AM"
"1042","1042","OPEN","9/27/2017 11:26:29 AM"
"1043","1043","CLOSED","8/28/2017 9:26:29 AM"
"1044","1044","UNDER_INVESTIGATION","2/18/2026 11:26:29 PM"
"1045","1045","OPEN","12/19/2021 12:26:29 AM"
"1046","1046","CLOSED","3/9/2022 7:26:29 AM"
"1047","1047","UNDER_INVESTIGATION","7/10/2018 3:26:29 PM"
"1048","1048","OPEN","5/30/2021 3:26:29 PM"
"1049","1049","CLOSED","8/4/2025 2:26:29 AM"
"1050","1050","UNDER_INVESTIGATION","10/7/2018 5:26:29 PM"
"1051","1051","OPEN","4/4/2024 6:26:29 AM"
"1052","1052","CLOSED","10/3/2020 8:26:29 PM"
"1053","1053","UNDER_INVESTIGATION","12/17/2024 12:26:29 AM"
"1054","1054","OPEN","10/15/2019 11:26:29 AM"
"1055","1055","CLOSED","7/13/2019 1:26:29 PM"
"1056","1056","UNDER_INVESTIGATION","4/28/2023 10:26:29 AM"
"1057","1057","OPEN","12/26/2024 12:26:29 PM"
"1058","1058","CLOSED","9/30/2024 3:26:29 AM"
"1059","1059","UNDER_INVESTIGATION","11/14/2019 5:26:29 PM"
"1060","1060","OPEN","12/30/2023 7:26:29 PM"
"1061","1061","CLOSED","10/26/2023 7:26:29 AM"
"1062","1062","UNDER_INVESTIGATION","6/9/2019 10:26:29 AM"
"1063","1063","OPEN","6/19/2024 2:26:29 PM"
"1064","1064","CLOSED","11/20/2022 3:26:29 AM"
"1065","1065","UNDER_INVESTIGATION","4/20/2024 5:26:29 PM"
"1066","1066","OPEN","7/11/2018 1:26:29 AM"
"1067","1067","CLOSED","12/3/2021 6:26:29 PM"
"1068","1068","UNDER_INVESTIGATION","2/6/2026 2:26:29 PM"
"1069","1069","OPEN","1/9/2022 3:26:29 PM"
"1070","1070","CLOSED","3/9/2024 6:26:29 PM"
"1071","1071","UNDER_INVESTIGATION","7/23/2018 12:26:29 AM"
"1072","1072","OPEN","11/24/2017 11:26:29 AM"
"1073","1073","CLOSED","11/21/2025 4:26:29 PM"
"1074","1074","UNDER_INVESTIGATION","5/23/2026 9:26:29 AM"
"1075","1075","OPEN","3/21/2021 1:26:29 AM"
"1076","1076","CLOSED","12/24/2021 8:26:29 AM"
"1077","1077","UNDER_INVESTIGATION","6/8/2022 9:26:29 PM"
"1078","1078","OPEN","6/20/2025 12:26:29 AM"
"1079","1079","CLOSED","9/11/2020 9:26:29 AM"
"1080","1080","UNDER_INVESTIGATION","10/31/2023 12:26:29 AM"
"1081","1081","OPEN","1/14/2021 3:26:29 PM"
"1082","1082","CLOSED","7/5/2020 2:26:29 PM"
"1083","1083","UNDER_INVESTIGATION","11/21/2017 1:26:29 PM"
"1084","1084","OPEN","2/15/2018 8:26:29 AM"
"1085","1085","CLOSED","10/5/2021 7:26:29 AM"
"1086","1086","UNDER_INVESTIGATION","11/3/2020 12:26:29 AM"
"1087","1087","OPEN","10/29/2017 1:26:29 AM"
"1088","1088","CLOSED","2/14/2021 4:26:29 PM"
"1089","1089","UNDER_INVESTIGATION","10/5/2019 2:26:29 AM"
"1090","1090","OPEN","6/30/2026 8:26:29 AM"
"1091","1091","CLOSED","7/24/2020 10:26:29 PM"
"1092","1092","UNDER_INVESTIGATION","5/27/2023 12:26:29 AM"
"1093","1093","OPEN","7/19/2022 5:26:29 PM"
"1094","1094","CLOSED","7/9/2020 11:26:29 PM"
"1095","1095","UNDER_INVESTIGATION","6/29/2026 1:26:29 AM"
"1096","1096","OPEN","7/20/2024 9:26:29 PM"
"1097","1097","CLOSED","6/26/2017 9:26:29 PM"
"1098","1098","UNDER_INVESTIGATION","10/27/2024 4:26:29 PM"
"1099","1099","OPEN","11/6/2023 9:26:29 AM"
"1100","1100","CLOSED","9/26/2016 8:26:29 PM"
"1101","1101","UNDER_INVESTIGATION","4/12/2025 3:26:29 AM"
"1102","1102","OPEN","3/12/2026 7:26:29 AM"
"1103","1103","CLOSED","7/21/2023 11:26:29 AM"
"1104","1104","UNDER_INVESTIGATION","9/12/2025 7:26:29 PM"
"1105","1105","OPEN","6/4/2019 8:26:29 AM"
"1106","1106","CLOSED","2/5/2023 9:26:29 AM"
"1107","1107","UNDER_INVESTIGATION","12/15/2021 10:26:29 PM"
"1108","1108","OPEN","9/2/2022 11:26:29 AM"
"1109","1109","CLOSED","12/3/2019 11:26:29 PM"
"1110","1110","UNDER_INVESTIGATION","4/3/2026 4:26:29 PM"
"1111","1111","OPEN","2/22/2018 5:26:29 PM"
"1112","1112","CLOSED","6/24/2024 7:26:29 AM"
"1113","1113","UNDER_INVESTIGATION","10/1/2020 3:26:29 PM"
"1114","1114","OPEN","4/6/2026 6:26:29 PM"
"1115","1115","CLOSED","7/18/2017 1:26:29 PM"
"1116","1116","UNDER_INVESTIGATION","6/13/2025 12:26:29 AM"
"1117","1117","OPEN","6/19/2020 1:26:29 AM"
"1118","1118","CLOSED","8/10/2021 10:26:29 AM"
"1119","1119","UNDER_INVESTIGATION","11/8/2018 9:26:29 PM"
"1120","1120","OPEN","12/22/2021 7:26:29 PM"
"1121","1121","CLOSED","7/28/2021 6:26:29 PM"
"1122","1122","UNDER_INVESTIGATION","1/22/2024 11:26:29 AM"
"1123","1123","OPEN","7/7/2025 1:26:29 AM"
"1124","1124","CLOSED","1/9/2025 2:26:29 AM"
"1125","1125","UNDER_INVESTIGATION","12/1/2020 4:26:29 AM"
"1126","1126","OPEN","6/21/2022 6:26:29 AM"
"1127","1127","CLOSED","3/30/2018 6:26:29 AM"
"1128","1128","UNDER_INVESTIGATION","6/8/2018 4:26:29 PM"
"1129","1129","OPEN","8/29/2022 10:26:29 PM"
"1130","1130","CLOSED","7/25/2024 12:26:29 AM"
"1131","1131","UNDER_INVESTIGATION","10/2/2025 2:26:29 PM"
"1132","1132","OPEN","10/24/2020 4:26:29 AM"
"1133","1133","CLOSED","1/16/2022 5:26:29 PM"
"1134","1134","UNDER_INVESTIGATION","9/1/2024 11:26:29 PM"
"1135","1135","OPEN","10/17/2025 3:26:29 PM"
"1136","1136","CLOSED","12/6/2021 1:26:29 PM"
"1137","1137","UNDER_INVESTIGATION","1/3/2018 10:26:29 AM"
"1138","1138","OPEN","7/20/2023 3:26:29 PM"
"1139","1139","CLOSED","5/12/2021 6:26:29 AM"
"1140","1140","UNDER_INVESTIGATION","11/3/2024 4:26:29 AM"
"1141","1141","OPEN","6/6/2024 5:26:29 PM"
"1142","1142","CLOSED","1/19/2018 11:26:29 PM"
"1143","1143","UNDER_INVESTIGATION","7/12/2018 7:26:29 AM"
"1144","1144","OPEN","5/13/2025 1:26:29 AM"
"1145","1145","CLOSED","3/8/2024 12:26:29 AM"
"1146","1146","UNDER_INVESTIGATION","7/4/2025 8:26:29 PM"
"1147","1147","OPEN","1/14/2025 4:26:29 PM"
"1148","1148","CLOSED","3/26/2020 12:26:29 PM"
"1149","1149","UNDER_INVESTIGATION","6/6/2018 1:26:29 AM"
"1150","1150","OPEN","9/15/2022 12:26:29 AM"
"1151","1151","CLOSED","8/15/2023 4:26:29 AM"
"1152","1152","UNDER_INVESTIGATION","12/11/2018 6:26:29 AM"
"1153","1153","OPEN","8/1/2019 4:26:29 PM"
"1154","1154","CLOSED","10/24/2023 1:26:29 PM"
"1155","1155","UNDER_INVESTIGATION","10/3/2020 12:26:29 AM"
"1156","1156","OPEN","6/24/2021 6:26:29 PM"
"1157","1157","CLOSED","4/4/2024 1:26:29 AM"
"1158","1158","UNDER_INVESTIGATION","5/22/2023 10:26:29 AM"
"1159","1159","OPEN","6/10/2022 3:26:29 AM"
"1160","1160","CLOSED","3/29/2022 5:26:29 AM"
"1161","1161","UNDER_INVESTIGATION","8/2/2022 5:26:29 AM"
"1162","1162","OPEN","1/25/2026 11:26:29 AM"
"1163","1163","CLOSED","1/6/2024 4:26:29 AM"
"1164","1164","UNDER_INVESTIGATION","11/11/2017 1:26:29 PM"
"1165","1165","OPEN","8/7/2023 7:26:29 PM"
"1166","1166","CLOSED","2/11/2024 8:26:29 AM"
"1167","1167","UNDER_INVESTIGATION","9/30/2016 10:26:29 PM"
"1168","1168","OPEN","5/4/2020 9:26:29 AM"
"1169","1169","CLOSED","12/4/2020 2:26:29 AM"
"1170","1170","UNDER_INVESTIGATION","11/10/2024 5:26:29 PM"
"1171","1171","OPEN","7/10/2025 11:26:29 PM"
"1172","1172","CLOSED","3/5/2021 9:26:29 AM"
"1173","1173","UNDER_INVESTIGATION","10/11/2022 9:26:29 AM"
"1174","1174","OPEN","2/4/2025 12:26:29 PM"
"1175","1175","CLOSED","5/31/2026 4:26:29 AM"
"1176","1176","UNDER_INVESTIGATION","2/20/2017 5:26:29 PM"
"1177","1177","OPEN","8/15/2018 8:26:29 AM"
"1178","1178","CLOSED","3/23/2020 7:26:29 PM"
"1179","1179","UNDER_INVESTIGATION","3/11/2021 3:26:29 AM"
"1180","1180","OPEN","2/5/2026 9:26:29 AM"
"1181","1181","CLOSED","7/14/2023 12:26:29 AM"
"1182","1182","UNDER_INVESTIGATION","3/9/2021 2:26:29 PM"
"1183","1183","OPEN","12/1/2023 12:26:29 PM"
"1184","1184","CLOSED","7/17/2017 3:26:29 AM"
"1185","1185","UNDER_INVESTIGATION","6/27/2021 10:26:29 AM"
"1186","1186","OPEN","9/10/2021 3:26:29 PM"
"1187","1187","CLOSED","9/22/2024 12:26:29 PM"
"1188","1188","UNDER_INVESTIGATION","1/3/2018 5:26:29 AM"
"1189","1189","OPEN","8/6/2019 3:26:29 AM"
"1190","1190","CLOSED","8/6/2018 4:26:29 PM"
"1191","1191","UNDER_INVESTIGATION","10/25/2018 1:26:29 PM"
"1192","1192","OPEN","2/10/2017 10:26:29 AM"
"1193","1193","CLOSED","6/8/2019 1:26:29 PM"
"1194","1194","UNDER_INVESTIGATION","3/22/2022 7:26:29 AM"
"1195","1195","OPEN","5/15/2022 3:26:29 AM"
"1196","1196","CLOSED","1/28/2020 5:26:29 AM"
"1197","1197","UNDER_INVESTIGATION","9/14/2024 11:26:29 AM"
"1198","1198","OPEN","8/10/2016 6:26:29 AM"
"1199","1199","CLOSED","9/27/2016 5:26:29 AM"
"1200","1200","UNDER_INVESTIGATION","7/5/2019 1:26:29 AM"
"1201","1201","OPEN","7/1/2023 10:26:29 PM"
"1202","1202","CLOSED","8/27/2019 3:26:29 AM"
"1203","1203","UNDER_INVESTIGATION","11/30/2025 12:26:29 AM"
"1204","1204","OPEN","12/26/2018 8:26:29 PM"
"1205","1205","CLOSED","11/18/2019 1:26:29 AM"
"1206","1206","UNDER_INVESTIGATION","12/1/2016 1:26:29 AM"
"1207","1207","OPEN","2/28/2017 4:26:29 AM"
"1208","1208","CLOSED","5/30/2022 6:26:29 PM"
"1209","1209","UNDER_INVESTIGATION","8/29/2017 7:26:29 AM"
"1210","1210","OPEN","9/25/2021 8:26:29 PM"
"1211","1211","CLOSED","7/14/2019 5:26:29 PM"
"1212","1212","UNDER_INVESTIGATION","11/10/2023 4:26:29 PM"
"1213","1213","OPEN","5/11/2025 1:26:29 PM"
"1214","1214","CLOSED","2/16/2021 6:26:29 PM"
"1215","1215","UNDER_INVESTIGATION","5/4/2021 5:26:29 PM"
"1216","1216","OPEN","9/28/2021 8:26:29 AM"
"1217","1217","CLOSED","8/5/2020 10:26:29 AM"
"1218","1218","UNDER_INVESTIGATION","6/16/2019 5:26:29 PM"
"1219","1219","OPEN","3/31/2019 9:26:29 AM"
"1220","1220","CLOSED","11/25/2017 7:26:29 AM"
"1221","1221","UNDER_INVESTIGATION","11/29/2020 7:26:29 AM"
"1222","1222","OPEN","4/25/2017 7:26:29 PM"
"1223","1223","CLOSED","2/17/2021 12:26:29 AM"
"1224","1224","UNDER_INVESTIGATION","2/19/2024 1:26:29 PM"
"1225","1225","OPEN","5/19/2017 9:26:29 AM"
"1226","1226","CLOSED","11/10/2020 8:26:29 AM"
"1227","1227","UNDER_INVESTIGATION","1/22/2020 5:26:29 PM"
"1228","1228","OPEN","8/14/2019 5:26:29 AM"
"1229","1229","CLOSED","8/13/2019 4:26:29 PM"
"1230","1230","UNDER_INVESTIGATION","9/28/2019 9:26:29 PM"
"1231","1231","OPEN","11/8/2024 1:26:29 PM"
"1232","1232","CLOSED","2/5/2020 4:26:29 PM"
"1233","1233","UNDER_INVESTIGATION","6/25/2022 2:26:29 PM"
"1234","1234","OPEN","1/1/2021 12:26:29 PM"
"1235","1235","CLOSED","10/22/2020 10:26:29 PM"
"1236","1236","UNDER_INVESTIGATION","2/1/2020 4:26:29 AM"
"1237","1237","OPEN","1/30/2024 8:26:29 AM"
"1238","1238","CLOSED","2/13/2024 2:26:29 AM"
"1239","1239","UNDER_INVESTIGATION","5/21/2018 7:26:29 PM"
"1240","1240","OPEN","3/15/2026 8:26:29 AM"
"1241","1241","CLOSED","2/19/2017 7:26:29 PM"
"1242","1242","UNDER_INVESTIGATION","4/19/2026 8:26:29 AM"
"1243","1243","OPEN","12/26/2017 4:26:29 AM"
"1244","1244","CLOSED","9/11/2022 2:26:29 PM"
"1245","1245","UNDER_INVESTIGATION","7/27/2020 2:26:29 PM"
"1246","1246","OPEN","1/17/2019 11:26:29 AM"
"1247","1247","CLOSED","12/15/2019 5:26:29 PM"
"1248","1248","UNDER_INVESTIGATION","10/24/2025 12:26:29 AM"
"1249","1249","OPEN","1/7/2025 9:26:29 AM"
"1250","1250","CLOSED","12/6/2020 6:26:29 AM"
"1251","1251","UNDER_INVESTIGATION","2/10/2022 10:26:29 PM"
"1252","1252","OPEN","4/14/2025 10:26:29 PM"
"1253","1253","CLOSED","2/20/2022 5:26:29 AM"
"1254","1254","UNDER_INVESTIGATION","8/6/2017 5:26:29 AM"
"1255","1255","OPEN","8/14/2018 4:26:29 PM"
"1256","1256","CLOSED","4/3/2025 6:26:29 AM"
"1257","1257","UNDER_INVESTIGATION","5/27/2019 4:26:29 PM"
"1258","1258","OPEN","11/22/2019 4:26:29 AM"
"1259","1259","CLOSED","10/25/2019 1:26:29 PM"
"1260","1260","UNDER_INVESTIGATION","2/18/2022 9:26:29 PM"
"1261","1261","OPEN","7/2/2025 6:26:29 PM"
"1262","1262","CLOSED","5/10/2020 10:26:29 PM"
"1263","1263","UNDER_INVESTIGATION","7/10/2024 11:26:29 AM"
"1264","1264","OPEN","3/23/2026 11:26:29 PM"
"1265","1265","CLOSED","9/7/2021 7:26:29 AM"
"1266","1266","UNDER_INVESTIGATION","8/19/2020 3:26:29 PM"
"1267","1267","OPEN","4/30/2019 10:26:29 AM"
"1268","1268","CLOSED","5/24/2020 8:26:29 AM"
"1269","1269","UNDER_INVESTIGATION","5/3/2020 10:26:29 AM"
"1270","1270","OPEN","8/10/2024 8:26:29 PM"
"1271","1271","CLOSED","5/18/2021 10:26:29 PM"
"1272","1272","UNDER_INVESTIGATION","11/22/2019 9:26:29 PM"
"1273","1273","OPEN","6/23/2018 11:26:29 AM"
"1274","1274","CLOSED","11/11/2023 10:26:29 AM"
"1275","1275","UNDER_INVESTIGATION","1/16/2017 8:26:29 AM"
"1276","1276","OPEN","11/15/2017 1:26:29 PM"
"1277","1277","CLOSED","5/13/2019 6:26:29 AM"
"1278","1278","UNDER_INVESTIGATION","1/4/2024 2:26:29 PM"
"1279","1279","OPEN","4/18/2023 5:26:29 PM"
"1280","1280","CLOSED","12/3/2025 1:26:29 PM"
"1281","1281","UNDER_INVESTIGATION","11/14/2016 10:26:29 AM"
"1282","1282","OPEN","2/2/2024 7:26:29 AM"
"1283","1283","CLOSED","7/4/2018 12:26:29 AM"
"1284","1284","UNDER_INVESTIGATION","2/22/2021 11:26:29 AM"
"1285","1285","OPEN","12/31/2025 6:26:29 AM"
"1286","1286","CLOSED","8/13/2016 11:26:29 PM"
"1287","1287","UNDER_INVESTIGATION","8/3/2022 3:26:29 AM"
"1288","1288","OPEN","8/18/2021 3:26:29 AM"
"1289","1289","CLOSED","6/27/2025 7:26:29 PM"
"1290","1290","UNDER_INVESTIGATION","6/13/2019 12:26:29 PM"
"1291","1291","OPEN","4/25/2025 11:26:29 AM"
"1292","1292","CLOSED","7/28/2017 8:26:29 AM"
"1293","1293","UNDER_INVESTIGATION","7/29/2024 12:26:29 PM"
"1294","1294","OPEN","9/2/2017 10:26:29 PM"
"1295","1295","CLOSED","1/7/2020 3:26:29 AM"
"1296","1296","UNDER_INVESTIGATION","2/9/2021 7:26:29 PM"
"1297","1297","OPEN","3/27/2018 9:26:29 PM"
"1298","1298","CLOSED","6/22/2020 4:26:29 AM"
"1299","1299","UNDER_INVESTIGATION","6/5/2025 1:26:29 PM"
"1300","1300","OPEN","5/6/2019 3:26:29 PM"
"1301","1301","CLOSED","3/4/2019 5:26:29 AM"
"1302","1302","UNDER_INVESTIGATION","3/4/2021 1:26:29 PM"
"1303","1303","OPEN","4/16/2022 10:26:29 AM"
"1304","1304","CLOSED","4/28/2024 9:26:29 PM"
"1305","1305","UNDER_INVESTIGATION","8/24/2025 6:26:29 AM"
"1306","1306","OPEN","12/3/2024 11:26:29 AM"
"1307","1307","CLOSED","2/27/2023 10:26:29 PM"
"1308","1308","UNDER_INVESTIGATION","2/12/2026 4:26:29 AM"
"1309","1309","OPEN","1/24/2020 12:26:29 AM"
"1310","1310","CLOSED","1/17/2025 12:26:29 PM"
"1311","1311","UNDER_INVESTIGATION","11/27/2019 5:26:29 PM"
"1312","1312","OPEN","12/31/2018 9:26:29 PM"
"1313","1313","CLOSED","7/28/2022 3:26:29 AM"
"1314","1314","UNDER_INVESTIGATION","2/13/2026 11:26:29 PM"
"1315","1315","OPEN","10/29/2024 5:26:29 AM"
"1316","1316","CLOSED","1/10/2018 8:26:29 PM"
"1317","1317","UNDER_INVESTIGATION","3/7/2026 9:26:29 PM"
"1318","1318","OPEN","7/23/2021 10:26:29 PM"
"1319","1319","CLOSED","1/5/2019 10:26:29 PM"
"1320","1320","UNDER_INVESTIGATION","2/26/2022 4:26:29 PM"
"1321","1321","OPEN","12/19/2020 2:26:29 AM"
"1322","1322","CLOSED","3/31/2019 7:26:29 AM"
"1323","1323","UNDER_INVESTIGATION","1/30/2020 7:26:29 AM"
"1324","1324","OPEN","9/6/2022 6:26:29 PM"
"1325","1325","CLOSED","5/10/2023 8:26:29 AM"
"1326","1326","UNDER_INVESTIGATION","10/22/2024 4:26:29 PM"
"1327","1327","OPEN","12/14/2021 1:26:29 PM"
"1328","1328","CLOSED","1/5/2024 5:26:29 PM"
"1329","1329","UNDER_INVESTIGATION","5/2/2019 9:26:29 AM"
"1330","1330","OPEN","1/28/2019 9:26:29 PM"
"1331","1331","CLOSED","2/12/2017 4:26:29 PM"
"1332","1332","UNDER_INVESTIGATION","7/1/2019 5:26:29 AM"
"1333","1333","OPEN","6/14/2017 11:26:29 PM"
"1334","1334","CLOSED","7/20/2022 11:26:29 PM"
"1335","1335","UNDER_INVESTIGATION","8/19/2016 4:26:29 AM"
"1336","1336","OPEN","3/29/2024 4:26:29 PM"
"1337","1337","CLOSED","11/28/2024 8:26:29 PM"
"1338","1338","UNDER_INVESTIGATION","3/26/2023 2:26:29 PM"
"1339","1339","OPEN","10/26/2020 8:26:29 PM"
"1340","1340","CLOSED","6/27/2021 2:26:29 PM"
"1341","1341","UNDER_INVESTIGATION","8/17/2018 8:26:29 AM"
"1342","1342","OPEN","6/22/2020 8:26:29 PM"
"1343","1343","CLOSED","9/26/2018 11:26:29 PM"
"1344","1344","UNDER_INVESTIGATION","9/30/2019 1:26:29 PM"
"1345","1345","OPEN","9/20/2018 2:26:29 PM"
"1346","1346","CLOSED","9/13/2022 7:26:29 AM"
"1347","1347","UNDER_INVESTIGATION","4/27/2017 9:26:29 PM"
"1348","1348","OPEN","8/12/2024 10:26:29 AM"
"1349","1349","CLOSED","6/22/2020 5:26:29 PM"
"1350","1350","UNDER_INVESTIGATION","10/19/2021 3:26:29 AM"
"1351","1351","OPEN","12/18/2024 6:26:29 AM"
"1352","1352","CLOSED","3/28/2025 5:26:29 PM"
"1353","1353","UNDER_INVESTIGATION","6/28/2024 4:26:29 AM"
"1354","1354","OPEN","1/2/2017 10:26:29 PM"
"1355","1355","CLOSED","7/28/2017 5:26:29 AM"
"1356","1356","UNDER_INVESTIGATION","6/9/2025 1:26:29 AM"
"1357","1357","OPEN","8/1/2017 6:26:29 PM"
