"device_code","gps_status"
"GPS-00341","OK"
"GPS-00342","OK"
"GPS-00343","OK"
"GPS-00344","OK"
"GPS-00345","OK"
"GPS-00346","OK"
"GPS-00347","OK"
"GPS-00348","OK"
"GPS-00349","OK"
"GPS-00350","OK"
"GPS-00351","OK"
"GPS-00352","OK"
"GPS-00353","OK"
"GPS-00354","OK"
"GPS-00355","OK"
"GPS-00356","OK"
"GPS-00357","OK"
"GPS-00358","OK"
"GPS-00359","OK"
"GPS-00360","OK"
"GPS-00361","OK"
"GPS-00362","OK"
"GPS-00363","OK"
"GPS-00364","OK"
"GPS-00365","OK"
"GPS-00366","OK"
"GPS-00367","OK"
"GPS-00368","OK"
"GPS-00369","OK"
"GPS-00370","OK"
"GPS-00371","SIGNAL_LOST"
"GPS-00372","OK"
"GPS-00373","OK"
"GPS-00374","OK"
"GPS-00375","OK"
"GPS-00376","OK"
"GPS-00377","OK"
"GPS-00378","OK"
"GPS-00379","OK"
"GPS-00380","OK"
"GPS-00381","OK"
"GPS-00382","OK"
"GPS-00383","OK"
"GPS-00384","OK"
"GPS-00385","OK"
"GPS-00386","OK"
"GPS-00387","OK"
"GPS-00388","OK"
"GPS-00389","OK"
"GPS-00390","OK"
"GPS-00391","OK"
"GPS-00392","OK"
"GPS-00393","OK"
"GPS-00394","OK"
"GPS-00395","OK"
"GPS-00396","OK"
"GPS-00397","OK"
"GPS-00398","OK"
"GPS-00399","OK"
"GPS-00400","OK"
"GPS-00401","OK"
"GPS-00402","OK"
"GPS-00403","OK"
"GPS-00404","OK"
"GPS-00405","OK"
"GPS-00406","OK"
"GPS-00407","OK"
"GPS-00408","OK"
"GPS-00409","OK"
"GPS-00410","OK"
"GPS-00411","OFFLINE"
"GPS-00412","OK"
"GPS-00413","OK"
"GPS-00414","OK"
"GPS-00415","OK"
"GPS-00416","OK"
"GPS-00417","OK"
"GPS-00418","OK"
"GPS-00419","OK"
"GPS-00420","OK"
"GPS-00421","OK"
"GPS-00422","OK"
"GPS-00423","OK"
"GPS-00424","OK"
"GPS-00425","OK"
"GPS-00426","OK"
"GPS-00427","OK"
"GPS-00428","OK"
"GPS-00429","OK"
"GPS-00430","OK"
"GPS-00431","OK"
"GPS-00432","OK"
"GPS-00433","OK"
"GPS-00434","OK"
"GPS-00435","OK"
"GPS-00436","OK"
"GPS-00437","OK"
"GPS-00438","OK"
"GPS-00439","OK"
"GPS-00440","OK"
"GPS-00441","SIGNAL_LOST"
"GPS-00442","OK"
"GPS-00443","OK"
"GPS-00444","OK"
"GPS-00445","OK"
"GPS-00446","OK"
"GPS-00447","OK"
"GPS-00448","OK"
"GPS-00449","OK"
"GPS-00450","OK"
"GPS-00451","OK"
"GPS-00452","OK"
"GPS-00453","OK"
"GPS-00454","OK"
"GPS-00455","OK"
"GPS-00456","OK"
"GPS-00457","OK"
"GPS-00458","OK"
"GPS-00459","OK"
"GPS-00460","OK"
"GPS-00461","OK"
"GPS-00462","OK"
"GPS-00463","OK"
"GPS-00464","OK"
"GPS-00465","OK"
"GPS-00466","OK"
"GPS-00467","OK"
"GPS-00468","OK"
"GPS-00469","OK"
"GPS-00470","OK"
"GPS-00471","OK"
"GPS-00472","OK"
"GPS-00473","OK"
"GPS-00474","OK"
"GPS-00475","OK"
"GPS-00476","OK"
"GPS-00477","OK"
"GPS-00478","OK"
"GPS-00479","OK"
"GPS-00480","OK"
"GPS-00481","OK"
"GPS-00482","OK"
"GPS-00483","OK"
"GPS-00484","OK"
"GPS-00485","OK"
"GPS-00486","OK"
"GPS-00487","OK"
"GPS-00488","OK"
"GPS-00489","OK"
"GPS-00490","OK"
"GPS-00491","OK"
"GPS-00492","OK"
"GPS-00493","OK"
"GPS-00494","OK"
"GPS-00495","OK"
"GPS-00496","OK"
"GPS-00497","OK"
"GPS-00498","OK"
"GPS-00499","OK"
"GPS-00500","OK"
"GPS-00501","OK"
"GPS-00502","OK"
"GPS-00503","OK"
"GPS-00504","OK"
"GPS-00505","OK"
"GPS-00506","OK"
"GPS-00507","OK"
"GPS-00508","OK"
"GPS-00509","OK"
"GPS-00510","OK"
"GPS-00511","SIGNAL_LOST"
"GPS-00512","OK"
"GPS-00513","OK"
"GPS-00514","OK"
"GPS-00515","OK"
"GPS-00516","OK"
"GPS-00517","OK"
"GPS-00518","OK"
"GPS-00519","OK"
"GPS-00520","OK"
"GPS-00521","OK"
"GPS-00522","OK"
"GPS-00523","OK"
"GPS-00524","OK"
"GPS-00525","OK"
"GPS-00526","OK"
"GPS-00527","OK"
"GPS-00528","OK"
"GPS-00529","OK"
"GPS-00530","OK"
"GPS-00531","OK"
"GPS-00532","OK"
"GPS-00533","OK"
"GPS-00534","OK"
"GPS-00535","OK"
"GPS-00536","OK"
"GPS-00537","OK"
"GPS-00538","OK"
"GPS-00539","OK"
"GPS-00540","OK"
"GPS-00541","OFFLINE"
"GPS-00542","OK"
"GPS-00543","OK"
"GPS-00544","OK"
"GPS-00545","OK"
"GPS-00546","OK"
"GPS-00547","OK"
"GPS-00548","OK"
"GPS-00549","OK"
"GPS-00550","OK"
"GPS-00551","OK"
"GPS-00552","OK"
"GPS-00553","OK"
"GPS-00554","OK"
"GPS-00555","OK"
"GPS-00556","OK"
"GPS-00557","OK"
"GPS-00558","OK"
"GPS-00559","OK"
"GPS-00560","OK"
"GPS-00561","OK"
"GPS-00562","OK"
"GPS-00563","OK"
"GPS-00564","OK"
"GPS-00565","OK"
"GPS-00566","OK"
"GPS-00567","OK"
"GPS-00568","OK"
"GPS-00569","OK"
"GPS-00570","OK"
"GPS-00571","OK"
"GPS-00572","OK"
"GPS-00573","OK"
"GPS-00574","OK"
"GPS-00575","OK"
"GPS-00576","OK"
"GPS-00577","OK"
"GPS-00578","OK"
"GPS-00579","OK"
"GPS-00580","OK"
"GPS-00581","SIGNAL_LOST"
"GPS-00582","OK"
"GPS-00583","OK"
"GPS-00584","OK"
"GPS-00585","OK"
"GPS-00586","OK"
"GPS-00587","OK"
"GPS-00588","OK"
"GPS-00589","OK"
"GPS-00590","OK"
"GPS-00591","OK"
"GPS-00592","OK"
"GPS-00593","OK"
"GPS-00594","OK"
"GPS-00595","OK"
"GPS-00596","OK"
"GPS-00597","OK"
"GPS-00598","OK"
"GPS-00599","OK"
"GPS-00600","OK"
"GPS-00601","OK"
"GPS-00602","OK"
"GPS-00603","OK"
"GPS-00604","OK"
"GPS-00605","OK"
"GPS-00606","OK"
"GPS-00607","OK"
"GPS-00608","OK"
"GPS-00609","OK"
"GPS-00610","OK"
"GPS-00611","OK"
"GPS-00612","OK"
"GPS-00613","OK"
"GPS-00614","OK"
"GPS-00615","OK"
"GPS-00616","OK"
"GPS-00617","OK"
"GPS-00618","OK"
"GPS-00619","OK"
"GPS-00620","OK"
"GPS-00621","OK"
"GPS-00622","OK"
"GPS-00623","OK"
"GPS-00624","OK"
"GPS-00625","OK"
"GPS-00626","OK"
"GPS-00627","OK"
"GPS-00628","OK"
"GPS-00629","OK"
"GPS-00630","OK"
"GPS-00631","OK"
"GPS-00632","OK"
"GPS-00633","OK"
"GPS-00634","OK"
"GPS-00635","OK"
"GPS-00636","OK"
"GPS-00637","OK"
"GPS-00638","OK"
"GPS-00639","OK"
"GPS-00640","OK"
"GPS-00641","OK"
"GPS-00642","OK"
"GPS-00643","OK"
"GPS-00644","OK"
"GPS-00645","OK"
"GPS-00646","OK"
"GPS-00647","OK"
"GPS-00648","OK"
"GPS-00649","OK"
"GPS-00650","OK"
"GPS-00651","SIGNAL_LOST"
"GPS-00652","OK"
"GPS-00653","OK"
"GPS-00654","OK"
"GPS-00655","OK"
"GPS-00656","OK"
"GPS-00657","OK"
"GPS-00658","OK"
"GPS-00659","OK"
"GPS-00660","OK"
"GPS-00661","OK"
"GPS-00662","OK"
"GPS-00663","OK"
"GPS-00664","OK"
"GPS-00665","OK"
"GPS-00666","OK"
"GPS-00667","OK"
"GPS-00668","OK"
"GPS-00669","OK"
"GPS-00670","OK"
"GPS-00671","OFFLINE"
"GPS-00672","OK"
"GPS-00673","OK"
"GPS-00674","OK"
"GPS-00675","OK"
"GPS-00676","OK"
"GPS-00677","OK"
"GPS-00678","OK"
"GPS-00679","OK"
"GPS-00680","OK"
"GPS-00681","OK"
"GPS-00682","OK"
"GPS-00683","OK"
"GPS-00684","OK"
"GPS-00685","OK"
"GPS-00686","OK"
"GPS-00687","OK"
"GPS-00688","OK"
"GPS-00689","OK"
"GPS-00690","OK"
"GPS-00691","OK"
"GPS-00692","OK"
"GPS-00693","OK"
"GPS-00694","OK"
"GPS-00695","OK"
"GPS-00696","OK"
"GPS-00697","OK"
"GPS-00698","OK"
"GPS-00699","OK"
"GPS-00700","OK"
"GPS-00701","OK"
"GPS-00702","OK"
"GPS-00703","OK"
"GPS-00704","OK"
"GPS-00705","OK"
"GPS-00706","OK"
"GPS-00707","OK"
"GPS-00708","OK"
"GPS-00709","OK"
"GPS-00710","OK"
"GPS-00711","OK"
"GPS-00712","OK"
"GPS-00713","OK"
"GPS-00714","OK"
"GPS-00715","OK"
"GPS-00716","OK"
"GPS-00717","OK"
"GPS-00718","OK"
"GPS-00719","OK"
"GPS-00720","OK"
"GPS-00721","SIGNAL_LOST"
"GPS-00722","OK"
"GPS-00723","OK"
"GPS-00724","OK"
"GPS-00725","OK"
"GPS-00726","OK"
"GPS-00727","OK"
"GPS-00728","OK"
"GPS-00729","OK"
"GPS-00730","OK"
"GPS-00731","OK"
"GPS-00732","OK"
"GPS-00733","OK"
"GPS-00734","OK"
"GPS-00735","OK"
"GPS-00736","OK"
"GPS-00737","OK"
"GPS-00738","OK"
"GPS-00739","OK"
"GPS-00740","OK"
"GPS-00741","OK"
"GPS-00742","OK"
"GPS-00743","OK"
"GPS-00744","OK"
"GPS-00745","OK"
"GPS-00746","OK"
"GPS-00747","OK"
"GPS-00748","OK"
"GPS-00749","OK"
"GPS-00750","OK"
"GPS-00751","OK"
"GPS-00752","OK"
"GPS-00753","OK"
"GPS-00754","OK"
"GPS-00755","OK"
"GPS-00756","OK"
"GPS-00757","OK"
"GPS-00758","OK"
"GPS-00759","OK"
"GPS-00760","OK"
"GPS-00761","OK"
"GPS-00762","OK"
"GPS-00763","OK"
"GPS-00764","OK"
"GPS-00765","OK"
"GPS-00766","OK"
"GPS-00767","OK"
"GPS-00768","OK"
"GPS-00769","OK"
"GPS-00770","OK"
"GPS-00771","OK"
"GPS-00772","OK"
"GPS-00773","OK"
"GPS-00774","OK"
"GPS-00775","OK"
"GPS-00776","OK"
"GPS-00777","OK"
"GPS-00778","OK"
"GPS-00779","OK"
"GPS-00780","OK"
"GPS-00781","OK"
"GPS-00782","OK"
"GPS-00783","OK"
"GPS-00784","OK"
"GPS-00785","OK"
"GPS-00786","OK"
"GPS-00787","OK"
"GPS-00788","OK"
"GPS-00789","OK"
"GPS-00790","OK"
"GPS-00791","SIGNAL_LOST"
"GPS-00792","OK"
"GPS-00793","OK"
"GPS-00794","OK"
"GPS-00795","OK"
"GPS-00796","OK"
"GPS-00797","OK"
"GPS-00798","OK"
"GPS-00799","OK"
"GPS-00800","OK"
"GPS-00801","OFFLINE"
"GPS-00802","OK"
"GPS-00803","OK"
"GPS-00804","OK"
"GPS-00805","OK"
"GPS-00806","OK"
"GPS-00807","OK"
"GPS-00808","OK"
"GPS-00809","OK"
"GPS-00810","OK"
"GPS-00811","OK"
"GPS-00812","OK"
"GPS-00813","OK"
"GPS-00814","OK"
"GPS-00815","OK"
"GPS-00816","OK"
"GPS-00817","OK"
"GPS-00818","OK"
"GPS-00819","OK"
"GPS-00820","OK"
"GPS-00821","OK"
"GPS-00822","OK"
"GPS-00823","OK"
"GPS-00824","OK"
"GPS-00825","OK"
"GPS-00826","OK"
"GPS-00827","OK"
"GPS-00828","OK"
"GPS-00829","OK"
"GPS-00830","OK"
"GPS-00831","OK"
"GPS-00832","OK"
"GPS-00833","OK"
"GPS-00834","OK"
"GPS-00835","OK"
"GPS-00836","OK"
"GPS-00837","OK"
"GPS-00838","OK"
"GPS-00839","OK"
"GPS-00840","OK"
"GPS-00841","OK"
"GPS-00842","OK"
"GPS-00843","OK"
"GPS-00844","OK"
"GPS-00845","OK"
"GPS-00846","OK"
"GPS-00847","OK"
"GPS-00848","OK"
"GPS-00849","OK"
"GPS-00850","OK"
"GPS-00851","OK"
"GPS-00852","OK"
"GPS-00853","OK"
"GPS-00854","OK"
"GPS-00855","OK"
"GPS-00856","OK"
"GPS-00857","OK"
"GPS-00858","OK"
"GPS-00859","OK"
"GPS-00860","OK"
"GPS-00861","SIGNAL_LOST"
"GPS-00862","OK"
"GPS-00863","OK"
"GPS-00864","OK"
"GPS-00865","OK"
"GPS-00866","OK"
"GPS-00867","OK"
"GPS-00868","OK"
"GPS-00869","OK"
"GPS-00870","OK"
"GPS-00871","OK"
"GPS-00872","OK"
"GPS-00873","OK"
"GPS-00874","OK"
"GPS-00875","OK"
"GPS-00876","OK"
"GPS-00877","OK"
"GPS-00878","OK"
"GPS-00879","OK"
"GPS-00880","OK"
"GPS-00881","OK"
"GPS-00882","OK"
"GPS-00883","OK"
"GPS-00884","OK"
"GPS-00885","OK"
"GPS-00886","OK"
"GPS-00887","OK"
"GPS-00888","OK"
"GPS-00889","OK"
"GPS-00890","OK"
"GPS-00891","OK"
"GPS-00892","OK"
"GPS-00893","OK"
"GPS-00894","OK"
"GPS-00895","OK"
"GPS-00896","OK"
"GPS-00897","OK"
"GPS-00898","OK"
"GPS-00899","OK"
"GPS-00900","OK"
"GPS-00901","OK"
"GPS-00902","OK"
"GPS-00903","OK"
"GPS-00904","OK"
"GPS-00905","OK"
"GPS-00906","OK"
"GPS-00907","OK"
"GPS-00908","OK"
"GPS-00909","OK"
"GPS-00910","OK"
"GPS-00911","OK"
"GPS-00912","OK"
"GPS-00913","OK"
"GPS-00914","OK"
"GPS-00915","OK"
"GPS-00916","OK"
"GPS-00917","OK"
"GPS-00918","OK"
"GPS-00919","OK"
"GPS-00920","OK"
"GPS-00921","OK"
"GPS-00922","OK"
"GPS-00923","OK"
"GPS-00924","OK"
"GPS-00925","OK"
"GPS-00926","OK"
"GPS-00927","OK"
"GPS-00928","OK"
"GPS-00929","OK"
"GPS-00930","OK"
"GPS-00931","SIGNAL_LOST"
"GPS-00932","OK"
"GPS-00933","OK"
"GPS-00934","OK"
"GPS-00935","OK"
"GPS-00936","OK"
"GPS-00937","OK"
"GPS-00938","OK"
"GPS-00939","OK"
"GPS-00940","OK"
"GPS-00941","OK"
"GPS-00942","OK"
"GPS-00943","OK"
"GPS-00944","OK"
"GPS-00945","OK"
"GPS-00946","OK"
"GPS-00947","OK"
"GPS-00948","OK"
"GPS-00949","OK"
"GPS-00950","OK"
"GPS-00951","OK"
"GPS-00952","OK"
"GPS-00953","OK"
"GPS-00954","OK"
"GPS-00955","OK"
"GPS-00956","OK"
"GPS-00957","OK"
"GPS-00958","OK"
"GPS-00959","OK"
"GPS-00960","OK"
"GPS-00961","OK"
"GPS-00962","OK"
"GPS-00963","OK"
"GPS-00964","OK"
"GPS-00965","OK"
"GPS-00966","OK"
"GPS-00967","OK"
"GPS-00968","OK"
"GPS-00969","OK"
"GPS-00970","OK"
"GPS-00971","OK"
"GPS-00972","OK"
"GPS-00973","OK"
"GPS-00974","OK"
"GPS-00975","OK"
"GPS-00976","OK"
"GPS-00977","OK"
"GPS-00978","OK"
"GPS-00979","OK"
"GPS-00980","OK"
"GPS-00981","OK"
"GPS-00982","OK"
"GPS-00983","OK"
"GPS-00984","OK"
"GPS-00985","OK"
"GPS-00986","OK"
"GPS-00987","OK"
"GPS-00988","OK"
"GPS-00989","OK"
"GPS-00990","OK"
"GPS-00991","OK"
"GPS-00992","OK"
"GPS-00993","OK"
"GPS-00994","OK"
"GPS-00995","OK"
"GPS-00996","OK"
"GPS-00997","OK"
"GPS-00998","OK"
"GPS-00999","OK"
"GPS-01000","OK"
"GPS-01001","SIGNAL_LOST"
"GPS-01002","OK"
"GPS-01003","OK"
"GPS-01004","OK"
"GPS-01005","OK"
"GPS-01006","OK"
"GPS-01007","OK"
"GPS-01008","OK"
"GPS-01009","OK"
"GPS-01010","OK"
"GPS-01011","OK"
"GPS-01012","OK"
"GPS-01013","OK"
"GPS-01014","OK"
"GPS-01015","OK"
"GPS-01016","OK"
"GPS-01017","OK"
"GPS-01018","OK"
"GPS-01019","OK"
"GPS-01020","OK"
"GPS-01021","OK"
"GPS-01022","OK"
"GPS-01023","OK"
"GPS-01024","OK"
"GPS-01025","OK"
"GPS-01026","OK"
"GPS-01027","OK"
"GPS-01028","OK"
"GPS-01029","OK"
"GPS-01030","OK"
"GPS-01031","OK"
"GPS-01032","OK"
"GPS-01033","OK"
"GPS-01034","OK"
"GPS-01035","OK"
"GPS-01036","OK"
"GPS-01037","OK"
"GPS-01038","OK"
"GPS-01039","OK"
"GPS-01040","OK"
"GPS-01041","OK"
"GPS-01042","OK"
"GPS-01043","OK"
"GPS-01044","OK"
"GPS-01045","OK"
"GPS-01046","OK"
"GPS-01047","OK"
"GPS-01048","OK"
"GPS-01049","OK"
"GPS-01050","OK"
"GPS-01051","OK"
"GPS-01052","OK"
"GPS-01053","OK"
"GPS-01054","OK"
"GPS-01055","OK"
"GPS-01056","OK"
"GPS-01057","OK"
"GPS-01058","OK"
"GPS-01059","OK"
"GPS-01060","OK"
"GPS-01061","OFFLINE"
"GPS-01062","OK"
"GPS-01063","OK"
"GPS-01064","OK"
"GPS-01065","OK"
"GPS-01066","OK"
"GPS-01067","OK"
"GPS-01068","OK"
"GPS-01069","OK"
"GPS-01070","OK"
"GPS-01071","SIGNAL_LOST"
"GPS-01072","OK"
"GPS-01073","OK"
"GPS-01074","OK"
"GPS-01075","OK"
"GPS-01076","OK"
"GPS-01077","OK"
"GPS-01078","OK"
"GPS-01079","OK"
"GPS-01080","OK"
"GPS-01081","OK"
"GPS-01082","OK"
"GPS-01083","OK"
"GPS-01084","OK"
"GPS-01085","OK"
"GPS-01086","OK"
"GPS-01087","OK"
"GPS-01088","OK"
"GPS-01089","OK"
"GPS-01090","OK"
"GPS-01091","OK"
"GPS-01092","OK"
"GPS-01093","OK"
"GPS-01094","OK"
"GPS-01095","OK"
"GPS-01096","OK"
"GPS-01097","OK"
"GPS-01098","OK"
"GPS-01099","OK"
"GPS-01100","OK"
"GPS-01101","OK"
"GPS-01102","OK"
"GPS-01103","OK"
"GPS-01104","OK"
"GPS-01105","OK"
"GPS-01106","OK"
"GPS-01107","OK"
"GPS-01108","OK"
"GPS-01109","OK"
"GPS-01110","OK"
"GPS-01111","OK"
"GPS-01112","OK"
"GPS-01113","OK"
"GPS-01114","OK"
"GPS-01115","OK"
"GPS-01116","OK"
"GPS-01117","OK"
"GPS-01118","OK"
"GPS-01119","OK"
"GPS-01120","OK"
"GPS-01121","OK"
"GPS-01122","OK"
"GPS-01123","OK"
"GPS-01124","OK"
"GPS-01125","OK"
"GPS-01126","OK"
"GPS-01127","OK"
"GPS-01128","OK"
"GPS-01129","OK"
"GPS-01130","OK"
"GPS-01131","OK"
"GPS-01132","OK"
"GPS-01133","OK"
"GPS-01134","OK"
"GPS-01135","OK"
"GPS-01136","OK"
"GPS-01137","OK"
"GPS-01138","OK"
"GPS-01139","OK"
"GPS-01140","OK"
"GPS-01141","SIGNAL_LOST"
"GPS-01142","OK"
"GPS-01143","OK"
"GPS-01144","OK"
"GPS-01145","OK"
"GPS-01146","OK"
"GPS-01147","OK"
"GPS-01148","OK"
"GPS-01149","OK"
"GPS-01150","OK"
"GPS-01151","OK"
"GPS-01152","OK"
"GPS-01153","OK"
"GPS-01154","OK"
"GPS-01155","OK"
"GPS-01156","OK"
"GPS-01157","OK"
"GPS-01158","OK"
"GPS-01159","OK"
"GPS-01160","OK"
"GPS-01161","OK"
"GPS-01162","OK"
"GPS-01163","OK"
"GPS-01164","OK"
"GPS-01165","OK"
"GPS-01166","OK"
"GPS-01167","OK"
"GPS-01168","OK"
"GPS-01169","OK"
"GPS-01170","OK"
"GPS-01171","OK"
"GPS-01172","OK"
"GPS-01173","OK"
"GPS-01174","OK"
"GPS-01175","OK"
"GPS-01176","OK"
"GPS-01177","OK"
"GPS-01178","OK"
"GPS-01179","OK"
"GPS-01180","OK"
"GPS-01181","OK"
"GPS-01182","OK"
"GPS-01183","OK"
"GPS-01184","OK"
"GPS-01185","OK"
"GPS-01186","OK"
"GPS-01187","OK"
"GPS-01188","OK"
"GPS-01189","OK"
"GPS-01190","OK"
"GPS-01191","OFFLINE"
"GPS-01192","OK"
"GPS-01193","OK"
"GPS-01194","OK"
"GPS-01195","OK"
"GPS-01196","OK"
"GPS-01197","OK"
"GPS-01198","OK"
"GPS-01199","OK"
"GPS-01200","OK"
"GPS-01201","OK"
"GPS-01202","OK"
"GPS-01203","OK"
"GPS-01204","OK"
"GPS-01205","OK"
"GPS-01206","OK"
"GPS-01207","OK"
"GPS-01208","OK"
"GPS-01209","OK"
"GPS-01210","OK"
"GPS-01211","SIGNAL_LOST"
"GPS-01212","OK"
"GPS-01213","OK"
"GPS-01214","OK"
"GPS-01215","OK"
"GPS-01216","OK"
"GPS-01217","OK"
"GPS-01218","OK"
"GPS-01219","OK"
"GPS-01220","OK"
"GPS-01221","OK"
"GPS-01222","OK"
"GPS-01223","OK"
"GPS-01224","OK"
"GPS-01225","OK"
"GPS-01226","OK"
"GPS-01227","OK"
"GPS-01228","OK"
"GPS-01229","OK"
"GPS-01230","OK"
"GPS-01231","OK"
"GPS-01232","OK"
"GPS-01233","OK"
"GPS-01234","OK"
"GPS-01235","OK"
"GPS-01236","OK"
"GPS-01237","OK"
"GPS-01238","OK"
"GPS-01239","OK"
"GPS-01240","OK"
"GPS-01241","OK"
"GPS-01242","OK"
"GPS-01243","OK"
"GPS-01244","OK"
"GPS-01245","OK"
"GPS-01246","OK"
"GPS-01247","OK"
"GPS-01248","OK"
"GPS-01249","OK"
"GPS-01250","OK"
"GPS-01251","OK"
"GPS-01252","OK"
"GPS-01253","OK"
"GPS-01254","OK"
"GPS-01255","OK"
"GPS-01256","OK"
"GPS-01257","OK"
"GPS-01258","OK"
"GPS-01259","OK"
"GPS-01260","OK"
"GPS-01261","OK"
"GPS-01262","OK"
"GPS-01263","OK"
"GPS-01264","OK"
"GPS-01265","OK"
"GPS-01266","OK"
"GPS-01267","OK"
"GPS-01268","OK"
"GPS-01269","OK"
"GPS-01270","OK"
"GPS-01271","OK"
"GPS-01272","OK"
"GPS-01273","OK"
"GPS-01274","OK"
"GPS-01275","OK"
"GPS-01276","OK"
"GPS-01277","OK"
"GPS-01278","OK"
"GPS-01279","OK"
"GPS-01280","OK"
"GPS-01281","SIGNAL_LOST"
"GPS-01282","OK"
"GPS-01283","OK"
"GPS-01284","OK"
"GPS-01285","OK"
"GPS-01286","OK"
"GPS-01287","OK"
"GPS-01288","OK"
"GPS-01289","OK"
"GPS-01290","OK"
"GPS-01291","OK"
"GPS-01292","OK"
"GPS-01293","OK"
"GPS-01294","OK"
"GPS-01295","OK"
"GPS-01296","OK"
"GPS-01297","OK"
"GPS-01298","OK"
"GPS-01299","OK"
"GPS-01300","OK"
"GPS-01301","OK"
"GPS-01302","OK"
"GPS-01303","OK"
"GPS-01304","OK"
"GPS-01305","OK"
"GPS-01306","OK"
"GPS-01307","OK"
"GPS-01308","OK"
"GPS-01309","OK"
"GPS-01310","OK"
"GPS-01311","OK"
"GPS-01312","OK"
"GPS-01313","OK"
"GPS-01314","OK"
"GPS-01315","OK"
"GPS-01316","OK"
"GPS-01317","OK"
"GPS-01318","OK"
"GPS-01319","OK"
"GPS-01320","OK"
"GPS-01321","OFFLINE"
"GPS-01322","OK"
"GPS-01323","OK"
"GPS-01324","OK"
"GPS-01325","OK"
"GPS-01326","OK"
"GPS-01327","OK"
"GPS-01328","OK"
"GPS-01329","OK"
"GPS-01330","OK"
"GPS-01331","OK"
"GPS-01332","OK"
"GPS-01333","OK"
"GPS-01334","OK"
"GPS-01335","OK"
"GPS-01336","OK"
"GPS-01337","OK"
"GPS-01338","OK"
"GPS-01339","OK"
"GPS-01340","OK"
"GPS-01341","OK"
"GPS-01342","OK"
"GPS-01343","OK"
"GPS-01344","OK"
"GPS-01345","OK"
"GPS-01346","OK"
"GPS-01347","OK"
"GPS-01348","OK"
"GPS-01349","OK"
"GPS-01350","OK"
"GPS-01351","SIGNAL_LOST"
"GPS-01352","OK"
"GPS-01353","OK"
"GPS-01354","OK"
"GPS-01355","OK"
"GPS-01356","OK"
"GPS-01357","OK"
"GPS-01358","OK"
"GPS-01359","OK"
"GPS-01360","OK"
"GPS-01361","OK"
"GPS-01362","OK"
"GPS-01363","OK"
"GPS-01364","OK"
"GPS-01365","OK"
"GPS-01366","OK"
"GPS-01367","OK"
"GPS-01368","OK"
"GPS-01369","OK"
"GPS-01370","OK"
"GPS-01371","OK"
"GPS-01372","OK"
"GPS-01373","OK"
"GPS-01374","OK"
"GPS-01375","OK"
"GPS-01376","OK"
"GPS-01377","OK"
"GPS-01378","OK"
"GPS-01379","OK"
"GPS-01380","OK"
"GPS-01381","OK"
"GPS-01382","OK"
"GPS-01383","OK"
"GPS-01384","OK"
"GPS-01385","OK"
"GPS-01386","OK"
"GPS-01387","OK"
"GPS-01388","OK"
"GPS-01389","OK"
"GPS-01390","OK"
"GPS-01391","OK"
"GPS-01392","OK"
"GPS-01393","OK"
"GPS-01394","OK"
"GPS-01395","OK"
"GPS-01396","OK"
"GPS-01397","OK"
"GPS-01398","OK"
"GPS-01399","OK"
"GPS-01400","OK"
"GPS-01401","OK"
"GPS-01402","OK"
"GPS-01403","OK"
"GPS-01404","OK"
"GPS-01405","OK"
"GPS-01406","OK"
"GPS-01407","OK"
"GPS-01408","OK"
"GPS-01409","OK"
"GPS-01410","OK"
"GPS-01411","OK"
"GPS-01412","OK"
"GPS-01413","OK"
"GPS-01414","OK"
"GPS-01415","OK"
"GPS-01416","OK"
"GPS-01417","OK"
"GPS-01418","OK"
"GPS-01419","OK"
"GPS-01420","OK"
"GPS-01421","SIGNAL_LOST"
"GPS-01422","OK"
"GPS-01423","OK"
"GPS-01424","OK"
"GPS-01425","OK"
"GPS-01426","OK"
"GPS-01427","OK"
"GPS-01428","OK"
"GPS-01429","OK"
"GPS-01430","OK"
"GPS-01431","OK"
"GPS-01432","OK"
"GPS-01433","OK"
"GPS-01434","OK"
"GPS-01435","OK"
"GPS-01436","OK"
"GPS-01437","OK"
"GPS-01438","OK"
"GPS-01439","OK"
"GPS-01440","OK"
"GPS-01441","OK"
"GPS-01442","OK"
"GPS-01443","OK"
"GPS-01444","OK"
"GPS-01445","OK"
"GPS-01446","OK"
"GPS-01447","OK"
"GPS-01448","OK"
"GPS-01449","OK"
"GPS-01450","OK"
"GPS-01451","OFFLINE"
"GPS-01452","OK"
"GPS-01453","OK"
"GPS-01454","OK"
"GPS-01455","OK"
"GPS-01456","OK"
"GPS-01457","OK"
"GPS-01458","OK"
"GPS-01459","OK"
"GPS-01460","OK"
"GPS-01461","OK"
"GPS-01462","OK"
"GPS-01463","OK"
"GPS-01464","OK"
"GPS-01465","OK"
"GPS-01466","OK"
"GPS-01467","OK"
"GPS-01468","OK"
"GPS-01469","OK"
"GPS-01470","OK"
"GPS-01471","OK"
"GPS-01472","OK"
"GPS-01473","OK"
"GPS-01474","OK"
"GPS-01475","OK"
"GPS-01476","OK"
"GPS-01477","OK"
"GPS-01478","OK"
"GPS-01479","OK"
"GPS-01480","OK"
"GPS-01481","OK"
"GPS-01482","OK"
"GPS-01483","OK"
"GPS-01484","OK"
"GPS-01485","OK"
"GPS-01486","OK"
"GPS-01487","OK"
"GPS-01488","OK"
"GPS-01489","OK"
"GPS-01490","OK"
"GPS-01491","SIGNAL_LOST"
