"citizen_id","event_type","event_time"
"2432","NIDA Issued","5/16/2024 11:26:40 AM"
"2433","License Issued","2/22/2021 6:26:40 AM"
"2434","Vehicle Purchase","6/5/2021 12:26:40 AM"
"2435","Insurance Activated","2/22/2023 9:26:40 PM"
"2436","Fine Issued","10/13/2023 9:26:40 AM"
"2437","Payment Attempted","3/30/2025 8:26:40 AM"
"2438","Accident Logged","3/8/2026 5:26:40 AM"
"2439","Investigation Opened","8/12/2018 5:26:40 AM"
"2440","Court Hearing","8/29/2021 7:26:40 AM"
"2441","Resolution Closed","6/20/2023 12:26:40 PM"
"2442","Citizen Birth","4/22/2020 11:26:40 AM"
"2443","NIDA Issued","11/30/2023 8:26:40 PM"
"2444","License Issued","9/18/2019 2:26:40 PM"
"2445","Vehicle Purchase","5/12/2026 4:26:40 PM"
"2446","Insurance Activated","12/15/2022 8:26:40 PM"
"2447","Fine Issued","5/23/2020 10:26:40 PM"
"2448","Payment Attempted","6/15/2017 1:26:40 AM"
"2449","Accident Logged","2/20/2019 3:26:40 PM"
"2450","Investigation Opened","4/10/2018 8:26:40 AM"
"2451","Court Hearing","9/3/2016 11:26:40 PM"
"2452","Resolution Closed","6/17/2026 12:26:40 PM"
"2453","Citizen Birth","8/31/2017 7:26:40 PM"
"2454","NIDA Issued","4/14/2020 6:26:40 AM"
"2455","License Issued","11/14/2019 4:26:40 AM"
"2456","Vehicle Purchase","2/3/2020 4:26:40 PM"
"2457","Insurance Activated","3/4/2026 1:26:40 AM"
"2458","Fine Issued","12/23/2020 7:26:40 AM"
"2459","Payment Attempted","7/5/2025 1:26:40 AM"
"2460","Accident Logged","4/2/2020 8:26:40 AM"
"2461","Investigation Opened","7/10/2022 2:26:40 PM"
"2462","Court Hearing","3/21/2023 5:26:40 PM"
"2463","Resolution Closed","6/5/2025 2:26:40 PM"
"2464","Citizen Birth","1/16/2023 4:26:40 PM"
"2465","NIDA Issued","5/24/2025 3:26:40 PM"
"2466","License Issued","7/12/2022 7:26:40 AM"
"2467","Vehicle Purchase","7/18/2023 9:26:40 PM"
"2468","Insurance Activated","8/30/2025 10:26:40 AM"
"2469","Fine Issued","12/20/2017 2:26:40 PM"
"2470","Payment Attempted","6/1/2026 4:26:40 PM"
"2471","Accident Logged","8/23/2017 6:26:40 PM"
"2472","Investigation Opened","8/11/2025 12:26:40 PM"
"2473","Court Hearing","3/16/2026 4:26:40 PM"
"2474","Resolution Closed","9/5/2021 1:26:40 AM"
"2475","Citizen Birth","10/27/2017 12:26:40 PM"
"2476","NIDA Issued","8/5/2024 10:26:40 PM"
"2477","License Issued","8/15/2025 1:26:40 PM"
"2478","Vehicle Purchase","6/5/2020 3:26:40 AM"
"2479","Insurance Activated","1/23/2026 12:26:40 AM"
"2480","Fine Issued","12/27/2018 5:26:40 AM"
"2481","Payment Attempted","5/15/2024 10:26:40 AM"
"2482","Accident Logged","10/15/2016 10:26:40 AM"
"2483","Investigation Opened","10/13/2018 7:26:40 PM"
"2484","Court Hearing","8/13/2022 7:26:40 PM"
"2485","Resolution Closed","6/17/2024 5:26:40 PM"
"2486","Citizen Birth","5/23/2024 12:26:40 AM"
"2487","NIDA Issued","6/28/2023 10:26:40 AM"
"2488","License Issued","3/10/2025 1:26:40 PM"
"2489","Vehicle Purchase","12/12/2019 9:26:40 PM"
"2490","Insurance Activated","4/2/2020 10:26:40 PM"
"2491","Fine Issued","11/15/2023 8:26:40 AM"
"2492","Payment Attempted","4/2/2018 2:26:40 AM"
"2493","Accident Logged","2/4/2021 9:26:40 AM"
"2494","Investigation Opened","9/21/2016 9:26:40 PM"
"2495","Court Hearing","11/25/2017 12:26:40 PM"
"2496","Resolution Closed","9/29/2017 8:26:40 PM"
"2497","Citizen Birth","7/11/2026 11:26:40 AM"
"2498","NIDA Issued","9/28/2021 9:26:40 AM"
"2499","License Issued","5/12/2020 5:26:40 AM"
"2500","Vehicle Purchase","11/20/2025 9:26:40 PM"
"2501","Insurance Activated","10/17/2023 10:26:40 AM"
"2502","Fine Issued","5/30/2025 3:26:40 AM"
"2503","Payment Attempted","4/24/2020 12:26:40 PM"
"2504","Accident Logged","5/8/2025 5:26:40 AM"
"2505","Investigation Opened","11/10/2019 1:26:40 PM"
"2506","Court Hearing","10/12/2020 7:26:40 PM"
"2507","Resolution Closed","5/15/2019 1:26:40 AM"
"2508","Citizen Birth","11/12/2017 4:26:40 AM"
"2509","NIDA Issued","8/1/2025 4:26:40 PM"
"2510","License Issued","9/9/2022 1:26:40 PM"
"2511","Vehicle Purchase","8/20/2020 11:26:40 AM"
"2512","Insurance Activated","7/27/2019 12:26:40 AM"
"2513","Fine Issued","1/18/2019 4:26:40 PM"
"2514","Payment Attempted","1/31/2023 10:26:40 PM"
"2515","Accident Logged","1/4/2022 4:26:40 AM"
"2516","Investigation Opened","8/19/2024 9:26:40 PM"
"2517","Court Hearing","4/10/2022 4:26:40 AM"
"2518","Resolution Closed","11/3/2024 12:26:40 AM"
"2519","Citizen Birth","5/17/2017 6:26:40 PM"
"2520","NIDA Issued","12/31/2019 4:26:40 PM"
"2521","License Issued","12/13/2017 1:26:40 PM"
"2522","Vehicle Purchase","4/5/2018 7:26:40 AM"
"2523","Insurance Activated","10/11/2023 1:26:40 AM"
"2524","Fine Issued","8/8/2018 4:26:40 PM"
"2525","Payment Attempted","6/10/2026 1:26:40 AM"
"2526","Accident Logged","11/3/2017 10:26:40 AM"
"2527","Investigation Opened","10/4/2018 2:26:40 AM"
"2528","Court Hearing","10/30/2017 11:26:40 PM"
"2529","Resolution Closed","4/5/2024 2:26:40 PM"
"2530","Citizen Birth","8/8/2021 10:26:40 AM"
"2531","NIDA Issued","7/6/2021 4:26:40 PM"
"2532","License Issued","6/26/2019 9:26:40 PM"
"2533","Vehicle Purchase","6/1/2020 7:26:40 AM"
"2534","Insurance Activated","3/29/2025 7:26:40 PM"
"2535","Fine Issued","2/12/2025 8:26:40 PM"
"2536","Payment Attempted","10/31/2023 8:26:40 PM"
"2537","Accident Logged","2/3/2026 4:26:40 PM"
"2538","Investigation Opened","2/24/2017 2:26:40 PM"
"2539","Court Hearing","11/11/2025 5:26:40 PM"
"2540","Resolution Closed","9/29/2025 10:26:40 PM"
"2541","Citizen Birth","6/12/2017 5:26:40 PM"
"2542","NIDA Issued","5/13/2022 5:26:40 AM"
"2543","License Issued","7/19/2023 2:26:40 AM"
"2544","Vehicle Purchase","5/15/2019 5:26:40 AM"
"2545","Insurance Activated","7/29/2023 2:26:40 PM"
"2546","Fine Issued","5/24/2025 5:26:40 AM"
"2547","Payment Attempted","8/10/2025 3:26:40 PM"
"2548","Accident Logged","8/7/2024 4:26:40 AM"
"2549","Investigation Opened","5/13/2025 1:26:40 AM"
"2550","Court Hearing","1/21/2022 4:26:40 AM"
"2551","Resolution Closed","8/6/2024 3:26:40 AM"
"2552","Citizen Birth","1/22/2021 9:26:40 PM"
"2553","NIDA Issued","4/27/2026 12:26:40 AM"
"2554","License Issued","10/15/2017 6:26:40 AM"
"2555","Vehicle Purchase","4/7/2023 6:26:40 AM"
"2556","Insurance Activated","6/3/2023 6:26:40 PM"
"2557","Fine Issued","10/4/2019 7:26:40 AM"
"2558","Payment Attempted","6/9/2026 12:26:40 PM"
"2559","Accident Logged","10/19/2023 7:26:40 PM"
"2560","Investigation Opened","7/17/2024 12:26:40 AM"
"2561","Court Hearing","11/28/2022 9:26:40 AM"
"2562","Resolution Closed","1/1/2024 12:26:40 AM"
"2563","Citizen Birth","6/4/2022 6:26:40 AM"
"2564","NIDA Issued","5/19/2022 1:26:40 AM"
"2565","License Issued","8/3/2021 2:26:40 PM"
"2566","Vehicle Purchase","1/16/2020 3:26:40 PM"
"2567","Insurance Activated","8/28/2024 11:26:40 AM"
"2568","Fine Issued","3/21/2024 5:26:40 PM"
"2569","Payment Attempted","6/17/2025 10:26:40 AM"
"2570","Accident Logged","2/22/2025 10:26:40 AM"
"2571","Investigation Opened","8/2/2022 5:26:40 PM"
"2572","Court Hearing","3/21/2018 4:26:40 AM"
"2573","Resolution Closed","9/29/2021 8:26:40 PM"
"2574","Citizen Birth","9/24/2021 8:26:40 AM"
"2575","NIDA Issued","4/17/2019 12:26:40 AM"
"2576","License Issued","8/9/2017 7:26:40 PM"
"2577","Vehicle Purchase","3/29/2025 6:26:40 AM"
"2578","Insurance Activated","3/18/2018 3:26:40 AM"
"2579","Fine Issued","8/23/2016 4:26:40 AM"
"2580","Payment Attempted","10/24/2025 11:26:40 AM"
"2581","Accident Logged","2/1/2017 7:26:40 PM"
"2582","Investigation Opened","8/3/2020 7:26:40 PM"
"2583","Court Hearing","12/30/2021 7:26:40 PM"
"2584","Resolution Closed","7/4/2022 1:26:40 PM"
"2585","Citizen Birth","3/7/2018 12:26:40 AM"
"2586","NIDA Issued","2/24/2019 12:26:40 AM"
"2587","License Issued","6/26/2022 2:26:40 AM"
"2588","Vehicle Purchase","1/27/2017 3:26:40 PM"
"2589","Insurance Activated","3/3/2025 7:26:40 AM"
"2590","Fine Issued","10/28/2017 11:26:40 AM"
"2591","Payment Attempted","3/27/2020 11:26:40 PM"
"2592","Accident Logged","9/12/2020 5:26:40 AM"
"2593","Investigation Opened","10/6/2017 7:26:40 AM"
"2594","Court Hearing","6/17/2020 7:26:40 AM"
"2595","Resolution Closed","1/16/2026 8:26:40 AM"
"2596","Citizen Birth","10/13/2019 11:26:40 AM"
"2597","NIDA Issued","12/4/2017 3:26:40 AM"
"2598","License Issued","8/12/2016 1:26:40 PM"
"2599","Vehicle Purchase","3/19/2026 2:26:40 AM"
"2600","Insurance Activated","2/27/2019 11:26:40 AM"
"2601","Fine Issued","5/2/2025 4:26:40 PM"
"2602","Payment Attempted","8/26/2024 11:26:40 PM"
"2603","Accident Logged","6/18/2020 7:26:40 PM"
"2604","Investigation Opened","11/12/2024 12:26:40 PM"
"2605","Court Hearing","12/9/2024 6:26:40 AM"
"2606","Resolution Closed","8/27/2025 10:26:40 AM"
"2607","Citizen Birth","4/15/2023 4:26:40 AM"
"2608","NIDA Issued","9/26/2023 7:26:40 PM"
"2609","License Issued","9/20/2016 10:26:40 PM"
"2610","Vehicle Purchase","10/5/2019 11:26:40 PM"
"2611","Insurance Activated","11/20/2016 1:26:40 AM"
"2612","Fine Issued","1/29/2019 1:26:40 PM"
"2613","Payment Attempted","11/10/2019 1:26:40 PM"
"2614","Accident Logged","10/5/2021 4:26:40 AM"
"2615","Investigation Opened","11/6/2023 6:26:40 AM"
"2616","Court Hearing","7/5/2019 12:26:40 PM"
"2617","Resolution Closed","4/22/2023 9:26:40 AM"
"2618","Citizen Birth","11/10/2018 10:26:40 AM"
"2619","NIDA Issued","7/5/2024 4:26:40 AM"
"2620","License Issued","2/18/2021 1:26:40 AM"
"2621","Vehicle Purchase","6/10/2017 3:26:40 PM"
"2622","Insurance Activated","4/29/2017 10:26:40 AM"
"2623","Fine Issued","5/9/2017 3:26:40 PM"
"2624","Payment Attempted","9/7/2020 4:26:40 PM"
"2625","Accident Logged","1/21/2017 10:26:40 PM"
"2626","Investigation Opened","1/27/2018 6:26:40 PM"
"2627","Court Hearing","7/22/2020 12:26:40 AM"
"2628","Resolution Closed","2/20/2017 1:26:40 PM"
"2629","Citizen Birth","2/24/2017 12:26:40 AM"
"2630","NIDA Issued","5/30/2019 2:26:40 PM"
"2631","License Issued","10/11/2025 9:26:40 AM"
"2632","Vehicle Purchase","7/21/2020 7:26:40 AM"
"2633","Insurance Activated","8/4/2022 3:26:40 AM"
"2634","Fine Issued","6/27/2020 12:26:40 AM"
"2635","Payment Attempted","5/20/2022 12:26:40 AM"
"2636","Accident Logged","1/10/2023 2:26:40 PM"
"2637","Investigation Opened","6/24/2017 12:26:40 AM"
"2638","Court Hearing","11/13/2021 3:26:40 AM"
"2639","Resolution Closed","7/15/2022 1:26:40 PM"
"2640","Citizen Birth","6/7/2017 10:26:40 AM"
"2641","NIDA Issued","2/7/2024 1:26:40 PM"
"2642","License Issued","4/1/2024 1:26:40 PM"
"2643","Vehicle Purchase","10/29/2023 6:26:40 AM"
"2644","Insurance Activated","12/2/2023 9:26:40 AM"
"2645","Fine Issued","4/11/2026 9:26:40 AM"
"2646","Payment Attempted","6/25/2026 12:26:40 PM"
"2647","Accident Logged","8/20/2021 2:26:40 PM"
"2648","Investigation Opened","1/19/2024 10:26:40 AM"
"2649","Court Hearing","2/13/2025 11:26:40 AM"
"2650","Resolution Closed","12/20/2020 4:26:40 PM"
"2651","Citizen Birth","2/13/2025 3:26:40 AM"
"2652","NIDA Issued","12/1/2023 6:26:40 PM"
"2653","License Issued","8/30/2025 7:26:40 AM"
"2654","Vehicle Purchase","10/2/2019 3:26:40 AM"
"2655","Insurance Activated","8/9/2017 3:26:40 PM"
"2656","Fine Issued","7/23/2022 5:26:40 AM"
"2657","Payment Attempted","1/22/2022 1:26:40 PM"
"2658","Accident Logged","3/9/2021 2:26:40 AM"
"2659","Investigation Opened","12/5/2018 2:26:40 PM"
"2660","Court Hearing","11/2/2018 2:26:40 AM"
"2661","Resolution Closed","11/18/2016 5:26:40 PM"
"2662","Citizen Birth","3/16/2023 10:26:40 PM"
"2663","NIDA Issued","3/28/2023 8:26:40 PM"
"2664","License Issued","8/26/2023 5:26:40 AM"
"2665","Vehicle Purchase","6/26/2025 7:26:40 PM"
"2666","Insurance Activated","9/11/2025 8:26:40 PM"
"2667","Fine Issued","2/29/2024 3:26:40 AM"
"2668","Payment Attempted","10/2/2018 8:26:40 AM"
"2669","Accident Logged","2/27/2021 6:26:40 PM"
"2670","Investigation Opened","2/11/2019 4:26:40 AM"
"2671","Court Hearing","2/26/2022 8:26:40 AM"
"2672","Resolution Closed","11/6/2025 1:26:40 AM"
"2673","Citizen Birth","10/27/2020 12:26:40 PM"
"2674","NIDA Issued","7/30/2022 4:26:40 PM"
"2675","License Issued","4/9/2024 9:26:40 AM"
"2676","Vehicle Purchase","12/12/2024 12:26:40 AM"
"2677","Insurance Activated","6/12/2025 2:26:40 AM"
"2678","Fine Issued","4/15/2019 9:26:40 PM"
"2679","Payment Attempted","8/13/2017 1:26:40 PM"
"2680","Accident Logged","9/15/2023 7:26:40 PM"
"2681","Investigation Opened","10/3/2018 8:26:40 PM"
"2682","Court Hearing","2/20/2025 12:26:40 AM"
"2683","Resolution Closed","3/25/2020 11:26:40 AM"
"2684","Citizen Birth","6/21/2017 3:26:40 AM"
"2685","NIDA Issued","5/28/2026 8:26:40 PM"
"2686","License Issued","3/1/2019 5:26:40 AM"
"2687","Vehicle Purchase","4/12/2026 7:26:40 PM"
"2688","Insurance Activated","2/26/2018 10:26:40 AM"
"2689","Fine Issued","10/19/2020 8:26:40 AM"
"2690","Payment Attempted","10/18/2017 9:26:40 PM"
"2691","Accident Logged","6/4/2025 6:26:40 PM"
"2692","Investigation Opened","5/12/2017 5:26:40 AM"
"2693","Court Hearing","8/28/2022 3:26:40 PM"
"2694","Resolution Closed","6/5/2022 10:26:40 AM"
"2695","Citizen Birth","8/6/2021 2:26:40 AM"
"2696","NIDA Issued","4/15/2025 3:26:40 PM"
"2697","License Issued","3/19/2023 5:26:40 AM"
"2698","Vehicle Purchase","4/14/2022 11:26:40 AM"
"2699","Insurance Activated","10/9/2017 3:26:40 PM"
"2700","Fine Issued","9/27/2019 4:26:40 PM"
"2701","Payment Attempted","1/4/2017 4:26:40 AM"
"2702","Accident Logged","9/9/2019 4:26:40 PM"
"2703","Investigation Opened","3/10/2024 8:26:40 AM"
"2704","Court Hearing","1/23/2023 7:26:40 PM"
"2705","Resolution Closed","2/16/2022 2:26:40 PM"
"2706","Citizen Birth","4/18/2017 12:26:40 PM"
"2707","NIDA Issued","2/15/2017 1:26:40 PM"
"2708","License Issued","11/6/2021 4:26:40 AM"
"2709","Vehicle Purchase","5/18/2020 8:26:40 AM"
"2710","Insurance Activated","12/16/2016 10:26:40 AM"
"2711","Fine Issued","11/15/2021 10:26:40 AM"
"2712","Payment Attempted","3/16/2019 3:26:40 PM"
"2713","Accident Logged","8/10/2022 8:26:40 AM"
"2714","Investigation Opened","5/31/2018 12:26:40 PM"
"2715","Court Hearing","2/13/2025 10:26:40 AM"
"2716","Resolution Closed","10/24/2025 12:26:40 PM"
"2717","Citizen Birth","2/13/2023 4:26:40 AM"
"2718","NIDA Issued","5/17/2021 10:26:40 AM"
"2719","License Issued","6/27/2017 3:26:40 AM"
"2720","Vehicle Purchase","7/27/2017 12:26:40 AM"
"2721","Insurance Activated","11/26/2022 12:26:40 PM"
"2722","Fine Issued","5/14/2021 3:26:40 PM"
"2723","Payment Attempted","12/26/2022 2:26:40 AM"
"2724","Accident Logged","9/27/2018 8:26:40 PM"
"2725","Investigation Opened","8/10/2019 3:26:40 AM"
"2726","Court Hearing","8/29/2023 12:26:40 PM"
"2727","Resolution Closed","11/24/2018 2:26:40 PM"
"2728","Citizen Birth","4/7/2024 8:26:40 AM"
"2729","NIDA Issued","3/12/2022 10:26:40 AM"
"2730","License Issued","5/23/2023 3:26:40 AM"
"2731","Vehicle Purchase","7/11/2024 9:26:40 PM"
"2732","Insurance Activated","7/11/2022 8:26:40 PM"
"2733","Fine Issued","7/3/2019 7:26:40 AM"
"2734","Payment Attempted","4/4/2021 2:26:40 PM"
"2735","Accident Logged","7/26/2023 8:26:40 PM"
"2736","Investigation Opened","9/19/2023 11:26:40 PM"
"2737","Court Hearing","6/7/2025 6:26:40 PM"
"2738","Resolution Closed","12/21/2020 6:26:40 PM"
"2739","Citizen Birth","3/22/2022 8:26:40 AM"
"2740","NIDA Issued","10/8/2022 5:26:40 AM"
"2741","License Issued","3/7/2024 1:26:40 AM"
"2742","Vehicle Purchase","11/4/2024 11:26:40 AM"
"2743","Insurance Activated","1/29/2020 4:26:40 AM"
"2744","Fine Issued","8/29/2025 7:26:40 PM"
"2745","Payment Attempted","1/3/2017 8:26:40 PM"
"2746","Accident Logged","6/13/2021 10:26:40 AM"
"2747","Investigation Opened","8/3/2017 4:26:40 PM"
"2748","Court Hearing","10/19/2024 11:26:40 AM"
"2749","Resolution Closed","11/12/2021 8:26:40 AM"
"2750","Citizen Birth","5/25/2026 2:26:40 AM"
"2751","NIDA Issued","4/12/2019 8:26:40 AM"
"2752","License Issued","4/26/2024 4:26:40 AM"
"2753","Vehicle Purchase","12/26/2016 11:26:40 AM"
"2754","Insurance Activated","12/14/2018 4:26:40 AM"
"2755","Fine Issued","7/1/2024 5:26:40 PM"
"2756","Payment Attempted","10/25/2020 10:26:40 PM"
"2757","Accident Logged","10/15/2020 4:26:40 AM"
"2758","Investigation Opened","9/16/2016 11:26:40 AM"
"2759","Court Hearing","5/20/2023 9:26:40 PM"
"2760","Resolution Closed","12/10/2017 8:26:40 PM"
"2761","Citizen Birth","9/8/2016 10:26:40 AM"
"2762","NIDA Issued","6/18/2018 2:26:40 PM"
"2763","License Issued","5/14/2026 1:26:40 AM"
"2764","Vehicle Purchase","6/5/2021 10:26:40 PM"
"2765","Insurance Activated","6/9/2022 4:26:40 PM"
"2766","Fine Issued","3/26/2025 10:26:40 PM"
"2767","Payment Attempted","7/11/2026 6:26:40 AM"
"2768","Accident Logged","6/1/2022 3:26:40 AM"
"2769","Investigation Opened","10/28/2025 8:26:40 AM"
"2770","Court Hearing","1/22/2017 2:26:40 PM"
"2771","Resolution Closed","2/6/2022 11:26:40 AM"
"2772","Citizen Birth","10/5/2022 1:26:40 AM"
"2773","NIDA Issued","2/21/2017 6:26:40 AM"
"2774","License Issued","10/4/2022 3:26:40 PM"
"2775","Vehicle Purchase","8/3/2019 2:26:40 AM"
"2776","Insurance Activated","11/26/2020 9:26:40 AM"
"2777","Fine Issued","1/10/2025 8:26:40 PM"
"2778","Payment Attempted","7/25/2023 2:26:40 PM"
"2779","Accident Logged","6/2/2024 10:26:40 PM"
"2780","Investigation Opened","1/10/2025 5:26:40 PM"
"2781","Court Hearing","11/1/2022 1:26:40 AM"
"2782","Resolution Closed","11/1/2018 8:26:40 PM"
"2783","Citizen Birth","7/19/2021 5:26:40 AM"
"2784","NIDA Issued","5/13/2022 9:26:40 PM"
"2785","License Issued","11/26/2018 2:26:40 PM"
"2786","Vehicle Purchase","3/8/2018 1:26:40 AM"
"2787","Insurance Activated","1/18/2021 6:26:40 AM"
"2788","Fine Issued","12/18/2025 7:26:40 AM"
"2789","Payment Attempted","11/9/2020 9:26:40 PM"
"2790","Accident Logged","2/4/2018 10:26:40 AM"
"2791","Investigation Opened","1/12/2017 1:26:40 PM"
"2792","Court Hearing","3/7/2019 5:26:40 AM"
"2793","Resolution Closed","5/24/2025 5:26:40 AM"
"2794","Citizen Birth","11/1/2023 9:26:40 PM"
"2795","NIDA Issued","7/28/2018 5:26:40 PM"
"2796","License Issued","6/27/2026 5:26:40 PM"
"2797","Vehicle Purchase","1/14/2018 1:26:40 AM"
"2798","Insurance Activated","8/6/2022 6:26:40 AM"
"2799","Fine Issued","3/4/2025 12:26:40 PM"
"2800","Payment Attempted","4/18/2018 2:26:40 PM"
"2801","Accident Logged","10/25/2019 11:26:40 AM"
"2802","Investigation Opened","12/26/2016 10:26:40 AM"
"2803","Court Hearing","3/29/2022 3:26:40 AM"
"2804","Resolution Closed","5/2/2022 7:26:40 AM"
"2805","Citizen Birth","12/26/2021 3:26:40 AM"
"2806","NIDA Issued","6/1/2024 3:26:40 PM"
"2807","License Issued","8/11/2020 3:26:40 AM"
"2808","Vehicle Purchase","10/13/2019 7:26:40 PM"
"2809","Insurance Activated","8/16/2020 5:26:40 PM"
"2810","Fine Issued","6/3/2022 12:26:40 AM"
"2811","Payment Attempted","9/25/2017 10:26:40 AM"
"2812","Accident Logged","9/14/2019 5:26:40 AM"
"2813","Investigation Opened","12/4/2018 4:26:40 AM"
"2814","Court Hearing","11/27/2021 3:26:40 AM"
"2815","Resolution Closed","7/14/2019 10:26:40 AM"
"2816","Citizen Birth","2/13/2017 3:26:40 PM"
"2817","NIDA Issued","12/13/2019 7:26:40 AM"
"2818","License Issued","12/30/2023 7:26:40 AM"
"2819","Vehicle Purchase","3/5/2018 1:26:40 PM"
"2820","Insurance Activated","5/27/2019 12:26:40 PM"
"2821","Fine Issued","2/24/2019 3:26:40 AM"
"2822","Payment Attempted","3/17/2026 7:26:40 PM"
"2823","Accident Logged","5/3/2022 2:26:40 AM"
"2824","Investigation Opened","2/15/2026 5:26:40 PM"
"2825","Court Hearing","1/31/2020 1:26:40 PM"
"2826","Resolution Closed","4/15/2021 8:26:40 PM"
"2827","Citizen Birth","2/20/2022 9:26:40 PM"
"2828","NIDA Issued","6/15/2017 3:26:40 PM"
"2829","License Issued","5/27/2024 1:26:40 PM"
"2830","Vehicle Purchase","11/13/2024 3:26:40 AM"
"2831","Insurance Activated","9/7/2018 4:26:40 AM"
"2832","Fine Issued","12/27/2022 8:26:40 PM"
"2833","Payment Attempted","10/8/2023 9:26:40 PM"
"2834","Accident Logged","11/7/2025 8:26:40 PM"
"2835","Investigation Opened","11/6/2016 6:26:40 PM"
"2836","Court Hearing","2/14/2019 2:26:40 PM"
"2837","Resolution Closed","5/31/2017 7:26:40 PM"
"2838","Citizen Birth","7/17/2020 5:26:40 PM"
"2839","NIDA Issued","7/31/2017 6:26:40 AM"
"2840","License Issued","6/6/2019 9:26:40 PM"
"2841","Vehicle Purchase","12/3/2024 12:26:40 PM"
"2842","Insurance Activated","9/18/2020 11:26:40 AM"
"2843","Fine Issued","5/18/2022 10:26:40 PM"
"2844","Payment Attempted","10/11/2023 4:26:40 AM"
"2845","Accident Logged","1/25/2025 8:26:40 PM"
"2846","Investigation Opened","2/19/2018 8:26:40 AM"
"2847","Court Hearing","2/19/2020 9:26:40 PM"
"2848","Resolution Closed","9/29/2025 7:26:40 PM"
"2849","Citizen Birth","12/11/2017 8:26:40 PM"
"2850","NIDA Issued","7/12/2023 10:26:40 AM"
"2851","License Issued","6/12/2024 8:26:40 PM"
"2852","Vehicle Purchase","12/19/2019 8:26:40 AM"
"2853","Insurance Activated","10/18/2025 3:26:40 PM"
"2854","Fine Issued","7/26/2020 11:26:40 AM"
"2855","Payment Attempted","9/7/2017 3:26:40 AM"
"2856","Accident Logged","1/26/2018 6:26:40 AM"
"2857","Investigation Opened","5/27/2025 4:26:40 PM"
"2858","Court Hearing","11/14/2025 10:26:40 AM"
"2859","Resolution Closed","6/7/2020 9:26:40 PM"
"2860","Citizen Birth","7/20/2025 12:26:40 PM"
"2861","NIDA Issued","5/4/2024 11:26:40 AM"
"2862","License Issued","8/17/2022 10:26:40 PM"
"2863","Vehicle Purchase","9/22/2018 3:26:40 PM"
"2864","Insurance Activated","2/6/2025 10:26:40 PM"
"2865","Fine Issued","11/10/2021 7:26:40 AM"
"2866","Payment Attempted","6/24/2018 11:26:40 PM"
"2867","Accident Logged","6/28/2018 2:26:40 PM"
"2868","Investigation Opened","10/13/2023 5:26:40 PM"
"2869","Court Hearing","9/30/2024 7:26:40 PM"
"2870","Resolution Closed","6/6/2018 4:26:40 PM"
"2871","Citizen Birth","3/9/2018 11:26:40 PM"
"2872","NIDA Issued","8/29/2023 11:26:40 AM"
"2873","License Issued","11/25/2019 3:26:40 PM"
"2874","Vehicle Purchase","7/19/2017 10:26:40 AM"
"2875","Insurance Activated","5/5/2022 5:26:40 AM"
"2876","Fine Issued","3/7/2017 11:26:40 PM"
"2877","Payment Attempted","5/4/2022 10:26:40 PM"
"2878","Accident Logged","6/29/2019 1:26:40 AM"
"2879","Investigation Opened","5/31/2025 4:26:40 AM"
"2880","Court Hearing","2/13/2024 12:26:40 AM"
"2881","Resolution Closed","7/24/2020 4:26:40 AM"
"2882","Citizen Birth","4/15/2022 1:26:40 PM"
"2883","NIDA Issued","3/5/2022 9:26:40 PM"
"2884","License Issued","7/8/2023 1:26:40 AM"
"2885","Vehicle Purchase","6/19/2022 11:26:40 PM"
"2886","Insurance Activated","11/2/2018 7:26:40 AM"
"2887","Fine Issued","12/14/2019 10:26:40 PM"
"2888","Payment Attempted","6/11/2026 12:26:40 PM"
"2889","Accident Logged","6/22/2020 9:26:40 PM"
"2890","Investigation Opened","8/8/2018 7:26:40 AM"
"2891","Court Hearing","3/30/2018 4:26:40 AM"
"2892","Resolution Closed","6/22/2026 12:26:40 AM"
"2893","Citizen Birth","5/13/2025 11:26:40 PM"
"2894","NIDA Issued","12/18/2016 12:26:40 AM"
"2895","License Issued","9/21/2025 9:26:40 AM"
"2896","Vehicle Purchase","1/30/2021 9:26:40 AM"
"2897","Insurance Activated","5/15/2023 9:26:40 PM"
"2898","Fine Issued","10/7/2025 5:26:40 PM"
"2899","Payment Attempted","12/16/2016 10:26:40 PM"
"2900","Accident Logged","11/12/2021 4:26:40 AM"
"2901","Investigation Opened","3/24/2022 7:26:40 PM"
"2902","Court Hearing","1/13/2021 8:26:40 AM"
"2903","Resolution Closed","12/13/2022 11:26:40 AM"
"2904","Citizen Birth","3/26/2019 9:26:40 AM"
"2905","NIDA Issued","1/24/2022 12:26:40 PM"
"2906","License Issued","6/17/2019 5:26:40 PM"
"2907","Vehicle Purchase","6/27/2022 4:26:40 AM"
"2908","Insurance Activated","5/23/2021 11:26:40 PM"
"2909","Fine Issued","11/24/2024 6:26:40 AM"
"2910","Payment Attempted","5/21/2019 8:26:40 AM"
"2911","Accident Logged","6/5/2021 10:26:40 AM"
"2912","Investigation Opened","1/31/2024 10:26:40 PM"
"2913","Court Hearing","11/30/2017 2:26:40 PM"
"2914","Resolution Closed","3/12/2019 4:26:40 AM"
"2915","Citizen Birth","1/26/2023 12:26:40 AM"
"2916","NIDA Issued","10/6/2017 5:26:40 AM"
"2917","License Issued","5/4/2026 6:26:40 PM"
"2918","Vehicle Purchase","5/15/2020 2:26:40 AM"
"2919","Insurance Activated","3/9/2020 9:26:40 AM"
